system:index,MNDWI_HLS,MNDWI_LS,NDBI_HLS,NDBI_LS,NDMI_HLS,NDMI_LS,NDWI_HLS,NDWI_LS,S2_EVI,S2_MNDWI,S2_NDBI,S2_NDMI,S2_NDVI,S2_NDWI,S2_SAVI,SAVI_HLS,SAVI_LS,VH_A,VH_D,VV_A,VV_D,brightness,cropland,dem,fifth,fourth,greenness,ndratio_A,ndratio_D,random,ratio_A,ratio_D,sixth,slope,wetness,.geo
181,-0.5285403,-0.4967566,0.256222,0.20102894,-0.256222,-0.20102894,-0.3149731,-0.3285272,0.110039376,-0.33546382,0.18376221,-0.18376221,0.10105722,-0.16166195,0.08148145,0.13805547,0.14348274,-25.218773507656323,-25.58930392300138,-18.13889076016255,-18.215427610129197,0.48128855,0,1326.1785,0.06852571,-0.053698745,-0.0048871636,-0.16329022485532357,-0.16833515592476908,0.8090118519641117,0.7192614166845049,0.711837557791322,-0.032372434,0.7383351,-0.17594351,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.22338808878496,41.09204028335713]}"
182,-0.4197367,-0.45139307,0.08908721,0.07333169,-0.08908721,-0.07333169,-0.34349382,-0.39099595,0.11619283,-0.23129131,0.043412235,-0.043412235,0.10105867,-0.18978915,0.08961476,0.15920246,0.18647079,-24.95320418457753,-25.203447129639862,-14.974557018248378,-15.027524668983732,0.5772699,0,1289.6066,0.114192165,-0.061008073,0.0064523784,-0.2499175226890234,-0.25293752563551736,0.07595579743903347,0.6001055779242767,0.5962487826243023,-0.035938974,0.80197704,-0.15388356,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.97078183089054,41.174415794910885]}"
183,-0.5649218,-0.5200845,0.17568947,0.10518515,-0.17568947,-0.10518515,-0.43212068,-0.438758,0.21916379,-0.34939596,0.08688621,-0.08688621,0.20216765,-0.27071348,0.1671567,0.21463415,0.23195194,-25.914425514556466,-24.629287160481336,-19.19612549745345,-18.595053658526787,0.48619065,0,1217.6042,0.06285284,-0.0472744,0.027122099,-0.14892968200087783,-0.1396026726520018,0.7088807251911398,0.7407505710157742,0.7549976390856852,-0.028084747,0.4482847,-0.16799884,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.85714494744943,41.14647818957477]}"
184,-0.43504295,-0.4127044,0.09815381,0.074362844,-0.09815381,-0.074362844,-0.35191637,-0.34905398,0.13754465,-0.26423338,0.08317863,-0.08317863,0.110706486,-0.1851047,0.10183412,0.18076411,0.17461646,-26.18401690865001,-25.848995888435795,-17.59156513300844,-15.419157329402001,0.66967934,0,1266.8354,0.12240295,-0.053183332,0.03721416,-0.19628412404579051,-0.2527333487393758,0.37032033926168995,0.6718436363061233,0.5965089474249231,-0.031938586,1.8841599,-0.16880059,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.84079560927846,41.22876386960012]}"
185,-0.52668595,-0.49605006,0.22530301,0.1705195,-0.22530301,-0.1705195,-0.34196147,-0.35560364,0.16854584,-0.311097,0.10319905,-0.10319905,0.13827798,-0.21479543,0.11910176,0.14742643,0.16918533,-26.08331942303777,-25.2092890536759,-14.71551702107557,-13.523906748281195,0.51654243,0,1285.6998,0.096462004,-0.05383389,0.0010441684,-0.27863055402410636,-0.30168908254155136,0.3367756784984468,0.5641734774017402,0.5364652180188796,-0.028140428,0.33324635,-0.1946972,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92263213166174,41.33808883967747]}"
186,-0.5117594,-0.49690315,0.1941765,0.19239008,-0.1941765,-0.19239008,-0.3526237,-0.3366721,0.12916072,-0.33289552,0.13903743,-0.13903743,0.12341467,-0.20308426,0.10065519,0.16092321,0.13842851,-24.1697982317754,-25.302633986880174,-15.950354502782965,-17.849946493201557,0.4779201,0,1347.4531,0.06636306,-0.04659446,0.0017369639,-0.20487069885734605,-0.1727054885424201,0.04492001277191193,0.6599291541380536,0.7054580366003415,-0.028493647,2.0101724,-0.1657478,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.15754157845899,41.23127915239566]}"
187,-0.5652397,-0.5199429,0.24715763,0.19725065,-0.24715763,-0.19725065,-0.36973536,-0.35949874,0.14582765,-0.33710763,0.14135794,-0.14135794,0.13938807,-0.2054751,0.10911829,0.14631832,0.16077755,-24.998505100450693,-25.562867804986443,-16.87906072726615,-15.700982744063587,0.43157083,0,1305.3578,0.05946069,-0.049768,0.0037122392,-0.19388529903069615,-0.23899575366094605,0.3438537488667992,0.675202803505312,0.6142105363077011,-0.027995663,0.5055802,-0.1623509,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.02620788392072,41.2504132679474]}"
188,-0.5424528,-0.55962616,0.1978022,0.22330476,-0.1978022,-0.22330476,-0.38607594,-0.38435292,0.114049286,-0.3234437,0.14011396,-0.14011396,0.1094519,-0.19203244,0.08881851,0.16874221,0.15365717,-25.866994666739046,-25.747077728600107,-15.486603617560785,-17.039275334207638,0.4542267,0,1250.321,0.06114759,-0.048056155,0.010954508,-0.25101542501367397,-0.20351821950354004,0.8728557975428056,0.5987013109595666,0.6617945350466024,-0.027845735,0.6308183,-0.16346431,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.78294410498115,41.33198029574545]}"
189,-0.52591354,-0.49915716,0.21278189,0.18620087,-0.21278189,-0.18620087,-0.35258794,-0.3450133,0.1223187,-0.31696206,0.13471535,-0.13471535,0.11049682,-0.1903762,0.09241082,0.15363698,0.15438318,-24.428705390003632,-25.648281609999756,-14.238591789249757,-16.41469308906457,0.52524763,0,1283.754,0.105961695,-0.057600897,-2.1415623E-4,-0.26353312344316876,-0.21951820067401423,0.6719394217920764,0.5828631342484596,0.6399919237733575,-0.028785724,0.3449181,-0.2049467,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.93260343131547,41.26604395389108]}"
190,-0.50809443,-0.46583155,0.20850265,0.19689807,-0.20850265,-0.19689807,-0.33509097,-0.29609138,0.121895246,-0.3009112,0.124718286,-0.124718286,0.106209315,-0.18307424,0.0916985,0.14319147,0.1347028,-24.24179210443638,-24.0917864291393,-14.790955053904295,-15.649726648448583,0.566167,0,1304.8613,0.13893412,-0.06631083,-0.0072074095,-0.24212584915414015,-0.21242421656692267,0.6096568289363419,0.6101428058694336,0.64958763827991,-0.02957594,0.58102393,-0.22184691,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.99548550120383,41.39180809366781]}"
191,-0.5299038,-0.49237463,0.21487878,0.17930482,-0.21487878,-0.17930482,-0.35550457,-0.34337938,0.1470081,-0.32541165,0.14259534,-0.14259534,0.12979113,-0.19171493,0.10831595,0.16120219,0.15924914,-26.47389604253609,-26.16265597183783,-17.09911495404253,-16.364224529358125,0.5165353,0,1259.187,0.074087135,-0.04638559,2.5877982E-5,-0.215151096380043,-0.2304056005754795,0.7733364777358345,0.645885853996294,0.6254802473790508,-0.030768584,2.236194,-0.1861739,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.83792100036926,41.12806272625032]}"
192,-0.5122349,-0.49557677,0.20624593,0.1706657,-0.20624593,-0.1706657,-0.3421342,-0.3549323,0.09857146,-0.27812314,0.11231983,-0.11231983,0.090297244,-0.17115948,0.07455033,0.15545568,0.14330454,-23.609664788155456,-24.856791895465065,-14.204787989785702,-17.710723138924052,0.46364418,0,1374.2257,0.05862176,-0.048161715,-2.4205316E-5,-0.24871117013376523,-0.1678761081253604,0.099048977432596,0.6016514049327795,0.7125104162035987,-0.030800128,1.9682913,-0.15859514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.23228141009774,41.241879272748264]}"
193,-0.4885142,-0.41266185,0.027420176,0.009669388,-0.027420176,-0.009669388,-0.46735433,-0.4045866,0.16585949,-0.22554795,-0.035147782,0.035147782,0.14918526,-0.2586465,0.13586268,0.27159026,0.20517322,-23.933424376758595,-23.225226801799614,-13.748290608378078,-14.830520774399313,0.56430435,0,1325.5294,0.09796019,-0.046036072,0.054770146,-0.2702937956087716,-0.22058970226748545,0.42970155297289325,0.5744389265803871,0.6385522475608361,-0.025149457,0.78112704,-0.11682189,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.27495138609342,41.211875542258674]}"
194,-0.5146683,-0.48550195,0.2022718,0.14992002,-0.2022718,-0.14992002,-0.34869686,-0.36184523,0.15990698,-0.33641165,0.13049404,-0.13049404,0.1414234,-0.21537669,0.119573355,0.16534176,0.18259305,-25.59814057376488,-25.106334484083938,-18.763483054046244,-17.074544369497218,0.53285456,0,1281.4044,0.08592072,-0.053958416,0.006471408,-0.15406689297624945,-0.1904130575957599,0.008053734305742744,0.7330017975319908,0.6800890978458667,-0.03126002,1.4685776,-0.19418047,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.96000204748111,41.17747006687689]}"
195,-0.5006536,-0.47219753,0.15941578,0.12437138,-0.15941578,-0.12437138,-0.37083492,-0.3695246,0.15033926,-0.31435403,0.10890022,-0.10890022,0.13242331,-0.21276303,0.11402958,0.183195,0.19911893,-25.170308839082974,-26.3319557138053,-17.22772617104528,-16.864426492374157,0.54803693,0,1256.3016,0.0940658,-0.05187637,0.015438637,-0.18733374473935716,-0.2191741238014318,0.28135798193643724,0.6844463562677896,0.6404547643809262,-0.031332493,1.5663617,-0.17208229,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.02719603073325,41.143693412194004]}"
196,-0.5190304,-0.49734208,0.19725154,0.14888783,-0.19725154,-0.14888783,-0.35847986,-0.37627608,0.14511213,-0.32562417,0.10714374,-0.10714374,0.14149779,-0.22634435,0.11597405,0.15204185,0.16856652,-23.398533615817485,-24.8229615982287,-13.37046132549368,-15.270480948231592,0.50345194,0,1251.7526,0.08735319,-0.04906789,0.0087757325,-0.27273174875544226,-0.23825543638283722,0.2206856676102208,0.5714230449234308,0.615175626316936,-0.027693102,0.4390335,-0.17417993,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.77908134925944,41.21277385754279]}"
197,-0.47896722,-0.47707632,0.14322022,0.13323247,-0.14322022,-0.13323247,-0.36047477,-0.36718455,0.16388702,-0.2928778,0.06834518,-0.06834518,0.1416957,-0.22911887,0.12613705,0.18593873,0.19435951,-25.278342398850747,-24.152558538609583,-13.69782498320843,-15.369037088254712,0.5829138,0,1267.9758,0.11448384,-0.059254423,0.016293552,-0.2971179105971527,-0.22224612420214088,0.4444469842391575,0.5418798735723742,0.6363316359915333,-0.035272673,0.4620821,-0.1901787,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.86154669234162,41.255713328123704]}"
198,-0.46299627,-0.47044316,0.14273366,0.16836497,-0.14273366,-0.16836497,-0.34292483,-0.32806277,0.11932268,-0.2670485,0.11563807,-0.11563807,0.110192396,-0.15623513,0.086450845,0.14190674,0.12955464,-16.00826847102741,-18.340029904399323,-7.865608684186439,-9.982257547080273,0.41872838,0,1297.3177,0.06082812,-0.052113228,-0.005042893,-0.34106985362713427,-0.2950952451011307,0.5028141768478445,0.4913466249283627,0.5442879645842766,-0.031162463,1.0014771,-0.12627897,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.97401576591338,41.265954122362665]}"
199,-0.43498904,-0.42454955,0.11635175,0.10855577,-0.11635175,-0.10855577,-0.3356238,-0.33123657,0.14815803,-0.26961765,0.066245936,-0.066245936,0.12535784,-0.2071119,0.11184444,0.16025451,0.1446931,-26.39998792710797,-25.342744892666186,-12.730497701108563,-11.882854906072092,0.5861221,0,1290.6293,0.10645381,-0.048812557,0.012441881,-0.34933096297027544,-0.3615761749808072,0.3134454305411055,0.48221604253222655,0.46888586679933053,-0.03127065,1.6186864,-0.1758767,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.93440006188371,41.302964712068395]}"
200,-0.509412,-0.51865923,0.18530935,0.15999494,-0.18530935,-0.15999494,-0.3578867,-0.39110547,0.15761946,-0.31374404,0.11459404,-0.11459404,0.13927138,-0.20659298,0.119403504,0.1714055,0.18914762,-25.641084430622545,-25.737798994762965,-18.279217357606225,-17.94056917392775,0.5579403,0,1281.548,0.11043738,-0.061545216,0.0081294,-0.1676187724873375,-0.17851467780850805,0.5820344983690755,0.7128878424414758,0.6970514136651014,-0.029984308,1.7419645,-0.21062218,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92739320266757,41.28787301529518]}"
201,-0.40439022,-0.37112167,0.16530773,0.08542095,-0.16530773,-0.08542095,-0.2562098,-0.29503736,0.09842133,-0.24533369,0.090957314,-0.090957314,0.07820301,-0.15807408,0.07248935,0.113394,0.13085216,-23.52734942790248,-25.894549601241202,-16.715478043973107,-18.27716706929857,0.64054215,0,1325.9336,0.12148678,-0.060772493,-0.015773099,-0.16926920427472372,-0.17244932065370752,0.22338180752972425,0.7104700890848856,0.7058306613072928,-0.039199676,0.6214686,-0.20773514,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.0576489188649,41.093657250868546]}"
202,-0.46256864,-0.45361117,0.09169363,0.044652693,-0.09169363,-0.044652693,-0.38730228,-0.4174524,0.15267654,-0.2584417,0.066272795,-0.066272795,0.12146943,-0.19588768,0.109693386,0.21890825,0.22879246,-23.55014031533105,-25.63682593651307,-14.671677435713278,-14.930222785945825,0.5753503,0,1354.173,0.090293296,-0.058339003,0.024984395,-0.23228782412828042,-0.26392363969626936,0.32861334653247476,0.6229974530623953,0.5823740748140572,-0.03495707,2.5020776,-0.14931269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.14676179504956,41.15016128223966]}"
203,-0.4933594,-0.43466812,0.20656462,0.13030574,-0.20656462,-0.13030574,-0.31933877,-0.32259256,0.12711932,-0.28281632,0.104763985,-0.104763985,0.110452816,-0.18349172,0.09604051,0.14492318,0.14662865,-24.797713810400104,-25.132817591620224,-11.092546309641778,-12.864119254890431,0.55878645,0,1301.7778,0.1000932,-0.054979656,0.005467337,-0.38186314211484557,-0.32288651020184683,0.08519345043186077,0.4473213294763322,0.511845486802068,-0.03174712,0.45928377,-0.19355842,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.01264332313052,41.267211763760436]}"
204,-0.48824835,-0.45561948,0.043532338,0.0607847,-0.043532338,-0.0607847,-0.4543735,-0.40607387,0.19486581,-0.29276928,0.041632976,-0.041632976,0.17303884,-0.25425503,0.15282464,0.24851051,0.21744627,-25.706906440410528,-24.799221536896795,-16.194940982555565,-15.843665031728882,0.54305685,0,1262.7211,0.09396653,-0.0577439,0.041734703,-0.22700587307855846,-0.22034745219305277,0.8743951869442845,0.6299840480649036,0.6388775150928165,-0.029578067,0.99393934,-0.14135225,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.79812563328278,41.21726543396339]}"
205,-0.5111206,-0.50169826,0.11240554,0.10826839,-0.11240554,-0.10826839,-0.42301866,-0.41604444,0.15685585,-0.28926107,0.07306605,-0.07306605,0.13638234,-0.22086295,0.120388426,0.20608361,0.19528499,-25.531933636081845,-25.62602687436481,-13.796203048723406,-15.798914406621448,0.53403956,0,1282.5348,0.100363255,-0.051905986,0.03699013,-0.2984054566687019,-0.23722694984854295,0.8570217759938338,0.5403508894142882,0.6165182954063788,-0.023629542,0.39070362,-0.1634144,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92766269725281,41.283381438874585]}"
206,-0.52017564,-0.4798553,0.14766002,0.090256155,-0.14766002,-0.090256155,-0.40350878,-0.40723652,0.17816028,-0.31339172,0.07717593,-0.07717593,0.15720125,-0.24207059,0.13582015,0.18484718,0.21313195,-25.316790450977944,-25.34606456585847,-17.19892110566177,-17.604921332981526,0.53024507,0,1295.244,0.09150293,-0.044394583,0.021365944,-0.19093810377609446,-0.1802320265967635,0.13921004468329767,0.6793484007763475,0.6945820439791517,-0.025335455,0.9814864,-0.17365335,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.94544933987838,41.23145881545248]}"
207,-0.5340314,-0.5079557,0.27114967,0.2557638,-0.27114967,-0.2557638,-0.30739298,-0.28995755,0.12990457,-0.32903793,0.17359412,-0.17359412,0.11265325,-0.16489254,0.09167766,0.12719193,0.12476509,-25.483002183989328,-24.757396046109882,-17.813618070007813,-18.93414715402035,0.4818699,0,1351.629,0.07543364,-0.054228578,-0.012171707,-0.1771358611593587,-0.13328091583801446,0.7353476567683487,0.6990392239262885,0.764787505065399,-0.03205898,5.3148274,-0.19182336,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.22617286616573,41.18411759997938]}"
208,-0.55961907,-0.5455874,0.17863826,0.1612214,-0.17863826,-0.1612214,-0.42329758,-0.4213496,0.19111706,-0.37058118,0.11106803,-0.11106803,0.176351,-0.27064607,0.15226944,0.21213818,0.21704055,-24.264849344137886,-26.515317084787966,-16.564787423605296,-18.586824884121533,0.57478124,0,1280.0615,0.09656669,-0.049598765,0.029694494,-0.1885900176955751,-0.1757897043145273,0.2955097204397509,0.6826659909844922,0.7009844470155302,-0.027904917,1.8372386,-0.21428156,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.90439633139411,41.17863787674625]}"
209,-0.5288118,-0.51067674,0.2061474,0.19122809,-0.2061474,-0.19122809,-0.36214277,-0.35398033,0.14578554,-0.3417917,0.15162443,-0.15162443,0.13470492,-0.20056584,0.10972958,0.1701603,0.16136503,-25.944565732173736,-25.589365826472367,-16.90577929979996,-15.552691664547368,0.542599,0,1219.2098,0.08412399,-0.047947343,0.009719645,-0.21093847495578608,-0.24395168287623317,6.087570162183198E-6,0.6516115734724047,0.6077794881676203,-0.030044429,5.4139786,-0.19184321,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.7358723840933,41.27592542201639]}"
210,-0.5161874,-0.487147,0.18237416,0.15046544,-0.18237416,-0.15046544,-0.36850393,-0.36332238,0.13145497,-0.2742369,0.101990156,-0.101990156,0.107563846,-0.17720075,0.09411221,0.16641288,0.15661754,-21.134175198557926,-23.8308792773489,-11.849979136074015,-13.305991048108613,0.53815114,0,1343.6073,0.088789664,-0.046920743,0.011611214,-0.281474430670363,-0.28340805611789593,0.6641388090642676,0.5607022287239575,0.5583508226134095,-0.02849144,0.41088882,-0.18608171,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.12637003810005,41.36144503706457]}"
211,-0.5486405,-0.5159545,0.21382903,0.16029675,-0.21382903,-0.16029675,-0.37931034,-0.3878979,0.16963343,-0.3320159,0.12443381,-0.12443381,0.14947379,-0.21677826,0.12636535,0.1858108,0.19633858,-24.924355089035842,-26.0114373592642,-15.780028162830583,-16.685277667722914,0.52401274,0,1295.4194,0.07704792,-0.04581102,0.021993691,-0.22465214297985864,-0.2184280379801243,0.06857953468202338,0.6331168090993927,0.6414592718299094,-0.029020855,4.0837483,-0.18821537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.94446119306585,41.232357130736595]}"
212,-0.49619454,-0.47323495,0.21477015,0.18741278,-0.21477015,-0.18741278,-0.31499243,-0.31363723,0.11300149,-0.30469736,0.14082083,-0.14082083,0.100248806,-0.17122263,0.08509613,0.13691749,0.13731426,-25.958911062945855,-25.238222500479345,-14.830786618332263,-13.862852848433533,0.5620558,0,1267.0757,0.108452566,-0.056293126,-0.008548399,-0.27281703658522677,-0.2909221690334427,0.7097181314891254,0.5713177483589423,0.5492800789821961,-0.032243337,0.2510345,-0.20568934,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.86621793181904,41.33862782884794]}"
213,-0.4847154,-0.45603487,0.18411097,0.18075109,-0.18411097,-0.18075109,-0.33005938,-0.30000556,0.12427089,-0.31557533,0.13687474,-0.13687474,0.10426401,-0.18676744,0.093287505,0.15573686,0.13964592,-24.947960015801584,-25.88387578312559,-17.39484706073925,-18.878045481392277,0.6420604,0,1323.7906,0.13094756,-0.060569365,-0.0036436168,-0.17838007152924404,-0.1565131724425496,0.8430481895184954,0.6972452677381906,0.7293361179587871,-0.034199867,3.711512,-0.22872436,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.11460210787808,41.20693480819602]}"
214,-0.5136555,-0.4877579,0.23141344,0.20309976,-0.23141344,-0.20309976,-0.3203171,-0.31595805,0.10044905,-0.28488237,0.12839918,-0.12839918,0.08774841,-0.16242445,0.074012995,0.1342205,0.12713636,-24.47340486464124,-25.6242791048627,-14.160776710331923,-16.02606252339015,0.51522946,0,1327.5686,0.074683845,-0.050180223,-0.012697755,-0.26693015702420714,-0.23044748749339802,0.4207217691615368,0.5786189861465159,0.6254249127480388,-0.033708204,0.89695996,-0.18109317,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.07534572996205,41.25301838227135]}"
215,-0.42817295,-0.42057723,-0.0025974025,0.016725633,0.0025974025,-0.016725633,-0.4302918,-0.4066754,0.21027412,-0.2262578,-0.019890817,0.019890817,0.175129,-0.24504618,0.15795001,0.22522384,0.19156794,-22.80983724851729,-23.615732858891697,-13.480520088828346,-12.626995478388391,0.572381,0,1361.0385,0.10051235,-0.049964737,0.04409395,-0.257074271078845,-0.3031984037802155,0.5447441453002047,0.5909958910252471,0.5346857348800899,-0.024706634,2.6324513,-0.12383398,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.19275553759648,41.392347082838285]}"
216,-0.4864273,-0.46245316,0.17535053,0.15832447,-0.17535053,-0.15832447,-0.34008437,-0.32815343,0.11287896,-0.24704503,0.07377122,-0.07377122,0.09655767,-0.17649119,0.08409353,0.14450932,0.1370374,-22.794344742817078,-24.428092148546444,-14.37656754033684,-14.769633262354056,0.5173365,0,1358.0436,0.10768605,-0.057613935,-0.0067384713,-0.2264614098883773,-0.24640355492429838,0.11435089296219747,0.6307076471179178,0.6046167327575314,-0.029457984,0.87908113,-0.18068266,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.19598947261932,41.365667118899935]}"
217,-0.5478149,-0.48001367,0.2329272,0.16993228,-0.2329272,-0.16993228,-0.3609446,-0.3376347,0.13081522,-0.33872014,0.1598758,-0.1598758,0.1290552,-0.18907964,0.099990495,0.15602121,0.15012237,-25.38306877116133,-26.3368324289719,-15.83974465563712,-17.368499318907347,0.4191676,0,1243.9241,0.049329754,-0.04556594,0.0065544513,-0.23150589011763595,-0.2051999779294601,0.5062291823717292,0.6240279612539701,0.6594756360981773,-0.027514942,1.7123928,-0.14961304,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.93844248066225,41.13237463961409]}"
218,-0.52805483,-0.52603096,0.2266244,0.2445779,-0.2266244,-0.2445779,-0.34240624,-0.3230733,0.12920783,-0.33776996,0.16213213,-0.16213213,0.1154472,-0.1858405,0.09551405,0.15160258,0.14363211,-25.705368842254025,-26.45684196222866,-16.782270110714844,-18.443304055652398,0.49568042,0,1295.7559,0.074545346,-0.05180012,-0.0018864883,-0.21001634714078812,-0.17847465136048657,0.8208955582996174,0.6528702316509246,0.6971090533776911,-0.031220267,0.49576822,-0.19736035,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.99782112094255,41.26038456760113]}"
219,-0.53083944,-0.5125526,0.24761818,0.2360705,-0.24761818,-0.2360705,-0.32608348,-0.3146088,0.12935017,-0.33112758,0.16960666,-0.16960666,0.11384291,-0.17113031,0.0929551,0.14368299,0.12601388,-25.06088571418139,-26.11388857720143,-17.7718570438813,-17.534216338438863,0.48614419,0,1351.3898,0.074070476,-0.052509986,-0.0034874137,-0.1701742218907526,-0.19656459897502304,0.44972870516244545,0.7091472043952783,0.671451755896171,-0.03147353,1.000245,-0.1777682,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-103.12196829320786,41.07694858658392]}"
220,-0.4963496,-0.48692998,0.12622862,0.09734411,-0.12622862,-0.09734411,-0.3948604,-0.40896842,0.1700147,-0.32045662,0.088899985,-0.088899985,0.15235893,-0.23834497,0.13207969,0.19857986,0.22375055,-23.433506658814238,-24.259125314190396,-14.383024394360334,-13.714237642163955,0.5675571,0,1239.9326,0.09105006,-0.051218648,0.03692175,-0.23932608339267933,-0.27769169889289175,0.46512891378253596,0.6137802849472521,0.5653228409740643,-0.029191723,0.9459617,-0.16880839,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.74889795571302,41.26586429083426]}"
221,-0.4869881,-0.4706423,0.12405642,0.11223099,-0.12405642,-0.11223099,-0.38626766,-0.37838724,0.12163137,-0.274636,0.09344687,-0.09344687,0.10316539,-0.18596525,0.09126171,0.18550959,0.17376474,-25.206591064374066,-24.904459934256515,-16.910716205402473,-17.308261142383543,0.55974156,0,1269.586,0.10553493,-0.049496386,0.020535866,-0.19697068489762473,-0.17995046512357157,0.5179388752154118,0.6708846968721354,0.6949864075781756,-0.02706355,0.7161295,-0.1733947,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.86774506780203,41.253108213799756]}"
222,-0.48556536,-0.45509836,0.13563219,0.12705913,-0.13563219,-0.12705913,-0.37460396,-0.34833547,0.13762519,-0.29290468,0.091619484,-0.091619484,0.12377498,-0.20683481,0.10792466,0.17867473,0.1805,-25.925983879887266,-24.867887099698258,-16.805060771913954,-18.07998282519181,0.5420127,0,1268.0566,0.09380181,-0.04739977,0.020033402,-0.21344957003265871,-0.15804984709084668,0.18242074657872176,0.64819375225142,0.7270413747942095,-0.030241013,1.1293342,-0.16653636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.86082804011431,41.18555490443397]}"
223,-0.52078915,-0.5088745,0.19125955,0.1632922,-0.19125955,-0.1632922,-0.36598372,-0.37690505,0.15604581,-0.3458366,0.13879763,-0.13879763,0.14465714,-0.2174753,0.11993985,0.17711048,0.18046735,-24.737724808103806,-25.29741284204725,-14.94723623118038,-15.992613653465341,0.50966215,0,1225.8862,0.07810731,-0.05062239,0.012681944,-0.24670525863013473,-0.22535222130683683,0.03826229354298616,0.6042284141783253,0.6321837633484698,-0.029623503,1.2905033,-0.17741098,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.87205698116581,41.16112072870592]}"
224,-0.45261618,-0.44264776,0.17057349,0.1384691,-0.17057349,-0.1384691,-0.30563936,-0.32405624,0.117271945,-0.2805975,0.091519006,-0.091519006,0.101979,-0.19406122,0.09119582,0.14082767,0.15670538,-26.193217858384685,-25.852723111122902,-15.156575892334732,-15.871647683219,0.6178932,0,1214.8944,0.13391136,-0.06483995,-0.008102066,-0.2669092385946407,-0.23921452230161372,0.7625562949830293,0.578645051336561,0.6139255665640254,-0.03650105,0.5387509,-0.2052582,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.83612436980103,41.155102016302315]}"
225,-0.5194951,-0.47609368,0.19602625,0.1587168,-0.19602625,-0.1587168,-0.36014405,-0.34331894,0.14276741,-0.33554187,0.14199416,-0.14199416,0.13626674,-0.20323062,0.1102621,0.16246149,0.15509889,-24.97909272236307,-25.957834987157927,-15.990408421749592,-17.91853258919536,0.49171343,0,1273.9762,0.071593374,-0.04899794,0.00838536,-0.21939940808640176,-0.18322625235492976,0.2651613350283084,0.6401516900345158,0.6902938013921487,-0.02859543,3.5670233,-0.16831188,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.92092533262192,41.120786372448954]}"
226,-0.531565,-0.5412179,0.21679626,0.22251536,-0.21679626,-0.22251536,-0.35576794,-0.36231118,0.12563024,-0.32346484,0.12072622,-0.12072622,0.11983715,-0.21097738,0.10019967,0.15101996,0.15064977,-23.717344980800192,-25.04570417785381,-12.647528269126516,-13.852150454630593,0.5273948,0,1252.5797,0.089467615,-0.048302013,0.0048589525,-0.3044096052691724,-0.2877678943731578,0.7829447493346366,0.5332607119121057,0.5530749048325458,-0.028708361,1.8940263,-0.20190515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-102.78878315432793,41.340873617058236]}"
